day,month,farm,block,row#,tree#,treatment,pollenmix,uid,no.visits,final,year,seedcount,age,carpel 1,carpel 2,carpel 3,carpel 4,carpel 5,carpel 6,carpel 7,carpel 8,carpel 9,measurer,seeds
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 8 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 8 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,hp,mix,Aus_16 Acres_ C-HP _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,hp,mix,Aus_16 Acres_ C-HP _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,hp,mix,Aus_16 Acres_ C-HP _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,hp,mix,Aus_16 Acres_ C-HP _ 9 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,c,na,Aus_16 Acres_ C _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,c,na,Aus_16 Acres_ C _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,c,na,Aus_16 Acres_ C _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,c,na,Aus_16 Acres_ C _ 9 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,hp,mix,Aus_16 Acres_ C-HP _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,hp,mix,Aus_16 Acres_ C-HP _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,hp,mix,Aus_16 Acres_ C-HP _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,hp,mix,Aus_16 Acres_ C-HP _ 10 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,c,na,Aus_16 Acres_ C _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,c,na,Aus_16 Acres_ C _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,c,na,Aus_16 Acres_ C _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,c,na,Aus_16 Acres_ C _ 10 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,10,ausfarm,acr,NA,NA,o,na,Aus_16 Acres_ O _ 10 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 1 _ 2,NA,1,2017,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,LK,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 1 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 1 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 1 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 2 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 2 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 2 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 2 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 3 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 4 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 4 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 6 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 6 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 7 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 7 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 8 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,o,na,Aus_Bert_ O _ 10 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,c,na,Aus_Bert_ C _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,ausfarm,ber,NA,NA,hp,mix,Aus_Bert_ C-HP _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 1 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 1 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 1 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 1 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 2 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 2 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 3 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 3 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 3 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 4 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 4 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 5 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 5 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 5 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 5 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 6 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 6 _ 1,NA,1,2017,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,LK,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 6 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 7 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 7 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 7 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 7 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 7 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 7 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 8 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 8 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 8 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 8 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 8 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,o,na,Sav_Bird_ O _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,c,na,Sav_Bird_ C _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
